ExpNum,SubjectID,SubjTrial,ItemNum,ItemNumQuartile,Response,ResponseType,global.argid,RT,TargetWord,MiddleTerm1,MiddleTerm2,TrialType,ExpectedResponse,ResponseWasCorrect,Syllogism,SyllogismSimple,ListNum,premise1,premise2,conclusion,MiddleSyllogismPairing,PrimePairRelationType,excl.subj,excl.trial,loadunload,loadtype,loadtime,digitMatch,FullArgument,stim.ConcTruth,stim.ConcRT,stim.Conc.N,stim.premiseJudgment_P1,stim.premiseRT_P1,stim.N_P1,stim.premiseJudgment_P2,stim.premiseRT_P2,stim.N_P2
M1-cross,98,98_6,6,First,1,FullArgument,166,18969,sausages,sausages,sausages,Invalid Filler,0,0,Disamis*,Disamis,2,Some sausages are chili dogs,All pepperonis are sausages,Some pepperonis are chili dogs,3,NA,0,0,unloaded,NA,NA,NA,Some sausages are chili dogs -- All pepperonis are sausages -- Some pepperonis are chili dogs,0.0526315789473684,5676.68421052632,19,0.8,13471.3,20,0.5,13471.3,20
M1-cross,98,98_7,7,First,1,FullArgument,158,20433,rifles,rifles,rifles,Valid Filler,1,1,Datisi,Datisi,2,All rifles are guns,Some rifles are safety hazards,Some safety hazards are guns,3,NA,0,0,unloaded,NA,NA,NA,All rifles are guns -- Some rifles are safety hazards -- Some safety hazards are guns,0.82051282051282,7814.51282051282,39,0.825,11866.925,40,1,13037.85,20
M1-cross,98,98_8,8,First,1,FullArgument,156,17386,dances,dances,dances,Invalid Filler,0,0,Dimatis*,Dimatis,2,Some mating rituals are dances,All ballets are dances,Some ballets are mating rituals,3,NA,0,0,unloaded,NA,NA,NA,Some mating rituals are dances -- All ballets are dances -- Some ballets are mating rituals,0.358974358974359,6154.33333333333,39,0.85,10186.35,20,0.75,9426.625,40
M1-cross,98,98_9,9,First,0,FullArgument,141,13083,lunch,lunch,lunch,Polysemy,0,1,Darii,Darii,2,All lunches are breaks,Some sandwiches are lunches,Some sandwiches are breaks,3,NA,0,0,unloaded,NA,NA,NA,All lunches are breaks -- Some sandwiches are lunches -- Some sandwiches are breaks,0.105263157894737,5519.31578947368,19,0.3,11964.3,40,1,13748.55,20
M1-cross,98,98_10,10,First,1,FullArgument,122,17302,dinner,dinner,dinner,Polysemy,0,0,Datisi,Datisi,2,All dinners happen after four o'clock,Some dinners are meatloafs,Some meatloafs happen after four o'clock,3,NA,0,0,unloaded,NA,NA,NA,All dinners happen after four o'clock -- Some dinners are meatloafs -- Some meatloafs happen after four o'clock,0.578947368421053,7886.05263157895,19,0.35,9351.9,40,0.95,8902.6,20
M1-cross,98,98_11,11,First,0,FullArgument,157,11871,rock,rock,rock,Homonymy,0,1,Disamis,Disamis,2,Some rock is marble,All rock is music,Some music is marble,3,NA,0,0,unloaded,NA,NA,NA,Some rock is marble -- All rock is music -- Some music is marble,0.128205128205128,4331.23076923077,39,0.9,8101.9,20,0.3,7928.1,40
M1-cross,98,98_12,12,First,0,FullArgument,148,15241,ring,ring,ring,Homonymy,0,1,Dimatis,Dimatis,2,Some accessories are rings,All rings are sounds,Some sounds are accessories,3,NA,0,0,unloaded,NA,NA,NA,Some accessories are rings -- All rings are sounds -- Some sounds are accessories,0.105263157894737,7172.68421052632,19,1,9931.7,20,0.1,8956.875,40
M1-cross,98,98_13,13,First,0,FullArgument,120,18564,company,company,company,Polysemy,0,1,Darii,Darii,2,All companies are buildings,Some tech giants are companies,Some tech giants are buildings,3,NA,0,0,unloaded,NA,NA,NA,All companies are buildings -- Some tech giants are companies -- Some tech giants are buildings,0.210526315789474,7174.42105263158,19,0.175,7717.6,40,0.95,8417.45,20
M1-cross,98,98_14,14,First,1,FullArgument,149,13743,picnic,picnic,picnic,Polysemy,0,0,Disamis,Disamis,2,Some picnics are romantic,All picnics are prepared foods,Some prepared foods are romantic,3,NA,0,0,unloaded,NA,NA,NA,Some picnics are romantic -- All picnics are prepared foods -- Some prepared foods are romantic,0.736842105263158,7781.57894736842,19,1,10305.75,20,0.35,9041.775,40
M1-cross,98,98_15,15,Second,1,FullArgument,118,15373,dolls,dolls,dolls,Valid Filler,1,1,Dimatis,Dimatis,2,Some toys are dolls,All dolls are man made objects,Some man made objects are toys,3,NA,0,0,unloaded,NA,NA,NA,Some toys are dolls -- All dolls are man made objects -- Some man made objects are toys,0.948717948717949,6239.66666666667,39,1,8868.65,20,0.75,8743.825,40
M1-cross,98,98_16,16,Second,1,FullArgument,152,9054,grapes,grapes,grapes,Valid Filler,1,1,Datisi,Datisi,2,All grapes are fruits,Some grapes are snacks,Some snacks are fruits,3,NA,0,0,unloaded,NA,NA,NA,All grapes are fruits -- Some grapes are snacks -- Some snacks are fruits,0.974358974358974,3878.5641025641,39,0.925,8413.525,40,0.9,9201.3,20
M1-cross,98,98_17,17,Second,0,FullArgument,125,15132,suit,suit,suit,Homonymy,0,1,Datisi,Datisi,2,All suits are dress attire,Some suits are court proceedings,Some court proceedings are dress attire,3,NA,0,0,unloaded,NA,NA,NA,All suits are dress attire -- Some suits are court proceedings -- Some court proceedings are dress attire,0.31578947368421,7184.71052631579,38,0.58974358974359,12585.2051282051,39,0.75,11042.1,20
M1-cross,98,98_18,18,Second,0,FullArgument,168,14245,ball,ball,ball,Homonymy,0,1,Darii,Darii,2,All balls are toys,Some birthday parties are balls,Some senior proms are toys,3,NA,0,0,unloaded,NA,NA,NA,All balls are toys -- Some birthday parties are balls -- Some senior proms are toys,0.076923076923077,5036.84615384615,39,0.275,8574.075,40,0.9,10415.95,20
M1-cross,98,98_19,19,Second,1,FullArgument,147,12638,star,star,star,Homonymy,0,0,Disamis,Disamis,2,Some stars are red dwarfs,All stars are famous people,Some famous people are red dwarfs,3,NA,0,0,unloaded,NA,NA,NA,Some stars are red dwarfs -- All stars are famous people -- Some famous people are red dwarfs,0.0526315789473684,6243.05263157895,19,0.6,12309.75,20,0.2,11581.175,40
M1-cross,98,98_20,20,Second,1,FullArgument,124,12207,mugs,mugs,mugs,Valid Filler,1,1,Disamis,Disamis,2,Some mugs are ceramics,All mugs are cups,Some cups are ceramics,3,NA,0,0,unloaded,NA,NA,NA,Some mugs are ceramics -- All mugs are cups -- Some cups are ceramics,0.948717948717949,4468.41025641026,39,1,10604.25,20,0.6,8460.45,40
M1-cross,98,98_21,21,Second,0,FullArgument,127,14294,mothers,mothers,mothers,Invalid Filler,0,1,Dimatis*,Dimatis,2,Some teens are mothers,All grandmas are mothers,Some grandmas are teens,3,NA,0,0,unloaded,NA,NA,NA,Some teens are mothers -- All grandmas are mothers -- Some grandmas are teens,0.0263157894736842,5113.78947368421,38,0.95,8157.25,20,0.875,8514.675,40
